Circuit,Year,Rider,Pilihan_Ban_Depan,Pilihan_Ban_Belakang,Round,Country_x,Track,Ground,Humidity,Weather,Air Temp,Country_y,Surface_Abrasion,Grip_Level,Layout_Type,Symmetry,Dominant,Constructor,Engine_Config,Description
Ricardo Tormo,2025,Brad BINDER,Medium,Medium,22,Spain,Dry,19,54,Partly Cloudly,18,Spain,3,3,Stop & Go,Highly Asymmetric,Left,KTM,V4,First Team
Ricardo Tormo,2025,Pedro ACOSTA,Medium,Medium,22,Spain,Dry,19,54,Partly Cloudly,18,Spain,3,3,Stop & Go,Highly Asymmetric,Left,KTM,V4,First Team
Mandalika,2022,PORMiguel OLIVEIRA,Medium,Medium,2,Indonesia,Wet,28,98,Clear,25,Indonesia,5,4,Flowing,Highly Asymmetric,Right,KTM,V4,First Team
Mandalika,2022,Brad BINDER,Medium,Medium,2,Indonesia,Wet,28,98,Clear,25,Indonesia,5,4,Flowing,Highly Asymmetric,Right,KTM,V4,First Team
Mandalika,2022,Raul FERNANDEZ,Medium,Medium,2,Indonesia,Wet,28,98,Clear,25,Indonesia,5,4,Flowing,Highly Asymmetric,Right,KTM,V4,First Team
Mandalika,2022,Remy GARDNER,Medium,Medium,2,Indonesia,Wet,28,98,Clear,25,Indonesia,5,4,Flowing,Highly Asymmetric,Right,KTM,V4,First Team
Mandalika,2023,Brad BINDER,Medium,Medium,15,Indonesia,Dry,57,65,Clear,31,Indonesia,5,4,Flowing,Highly Asymmetric,Right,KTM,V4,First Team
Mandalika,2023,Jack MILLER,Soft,Medium,15,Indonesia,Dry,57,65,Clear,31,Indonesia,5,4,Flowing,Highly Asymmetric,Right,KTM,V4,First Team
Mandalika,2024,Brad BINDER,Hard,Medium,15,Indonesia,Dry,56,76,Clear,29,Indonesia,5,4,Flowing,Highly Asymmetric,Right,KTM,V4,First Team
Mandalika,2025,Pedro ACOSTA,Medium,Medium,18,Indonesia,Dry,55,74,Partly Cloudly,30,Indonesia,5,4,Flowing,Highly Asymmetric,Right,KTM,V4,First Team
Mandalika,2025,Brad BINDER,Medium,Medium,18,Indonesia,Dry,55,74,Partly Cloudly,30,Indonesia,5,4,Flowing,Highly Asymmetric,Right,KTM,V4,First Team
Rio Hondo,2022,Brad BINDER,Hard,Soft,3,Argentina,Dry,44,49,Clear,26,Argentina,4,2,Flowing,Asymmetric,Right,KTM,V4,First Team
Rio Hondo,2022,PORMiguel OLIVEIRA,Hard,Soft,3,Argentina,Dry,44,49,Clear,26,Argentina,4,2,Flowing,Asymmetric,Right,KTM,V4,First Team
Rio Hondo,2022,Raul FERNANDEZ,Hard,Soft,3,Argentina,Dry,44,49,Clear,26,Argentina,4,2,Flowing,Asymmetric,Right,KTM,V4,First Team
Rio Hondo,2022,Remy GARDNER,Hard,Soft,3,Argentina,Dry,44,49,Clear,26,Argentina,4,2,Flowing,Asymmetric,Right,KTM,V4,First Team
Rio Hondo,2023,Jack MILLER,Medium,Medium,2,Argentina,Wet,21,57,Light Rain,18,Argentina,4,2,Flowing,Asymmetric,Right,KTM,V4,First Team
Rio Hondo,2023,Brad BINDER,Medium,Medium,2,Argentina,Wet,21,57,Light Rain,18,Argentina,4,2,Flowing,Asymmetric,Right,KTM,V4,First Team
Rio Hondo,2025,Brad BINDER,Medium,Medium,2,Argentina,Dry,36,67,Cloudly,26,Argentina,4,2,Flowing,Asymmetric,Right,KTM,V4,First Team
Rio Hondo,2025,Pedro ACOSTA,Medium,Medium,2,Argentina,Dry,36,67,Cloudly,26,Argentina,4,2,Flowing,Asymmetric,Right,KTM,V4,First Team
Motegi,2022,Brad BINDER,Hard,Hard,16,Japan,Dry,38,69,Clear,22,Japan,3,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Motegi,2022,PORMiguel OLIVEIRA,Hard,Hard,16,Japan,Dry,38,69,Clear,22,Japan,3,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Motegi,2022,Raul FERNANDEZ,Hard,Hard,16,Japan,Dry,38,69,Clear,22,Japan,3,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Motegi,2022,Remy GARDNER,Hard,Hard,16,Japan,Dry,38,69,Clear,22,Japan,3,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Motegi,2023,Jack MILLER,Hard,Medium,14,Japan,Dry,26,78,Heavy Rain,24,Japan,3,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Motegi,2023,Brad BINDER,Hard,Medium,14,Japan,Dry,26,78,Heavy Rain,24,Japan,3,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Motegi,2024,Brad BINDER,Hard,Medium,16,Japan,Dry,26,91,Cloudly,21,Japan,3,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Motegi,2024,Jack MILLER,Hard,Medium,16,Japan,Dry,26,91,Cloudly,21,Japan,3,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Motegi,2025,Brad BINDER,Medium,Medium,17,Japan,Dry,41,53,Partly Cloudly,28,Japan,3,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Motegi,2025,Pedro ACOSTA,Medium,Medium,17,Japan,Dry,41,53,Partly Cloudly,28,Japan,3,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Chang,2022,PORMiguel OLIVEIRA,Medium,Medium,17,Thailand,Wet,29,85,Raining,27,Thailand,4,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Chang,2022,Brad BINDER,Medium,Medium,17,Thailand,Wet,29,85,Raining,27,Thailand,4,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Chang,2022,Raul FERNANDEZ,Medium,Medium,17,Thailand,Wet,29,85,Raining,27,Thailand,4,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Chang,2022,Remy GARDNER,Medium,Medium,17,Thailand,Wet,29,85,Raining,27,Thailand,4,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Chang,2023,Brad BINDER,Medium,Hard,17,Thailand,Dry,47,58,Partly Cloudly,33,Thailand,4,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Chang,2023,Jack MILLER,Medium,Hard,17,Thailand,Dry,47,58,Partly Cloudly,33,Thailand,4,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Chang,2024,Jack MILLER,Medium,Medium,18,Thailand,Wet,28,93,Light Rain,25,Thailand,4,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Chang,2024,Brad BINDER,Medium,Medium,18,Thailand,Wet,28,93,Light Rain,25,Thailand,4,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Chang,2025,Brad BINDER,Hard,Medium,1,Thailand,Dry,50,41,Partly Cloudly,36,Thailand,4,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Chang,2025,Pedro ACOSTA,Hard,Medium,1,Thailand,Dry,50,41,Partly Cloudly,36,Thailand,4,4,Stop & Go,Symmetric,Equal,KTM,V4,First Team
Phillip Island,2022,Brad BINDER,Hard,Hard,18,Australia,Dry,35,61,Partly Cloudly,14,Australia,5,4,Flowing,Highly Asymmetric,Left,KTM,V4,First Team
Phillip Island,2022,PORMiguel OLIVEIRA,Hard,Hard,18,Australia,Dry,35,61,Partly Cloudly,14,Australia,5,4,Flowing,Highly Asymmetric,Left,KTM,V4,First Team
Phillip Island,2022,Remy GARDNER,Medium,Hard,18,Australia,Dry,35,61,Partly Cloudly,14,Australia,5,4,Flowing,Highly Asymmetric,Left,KTM,V4,First Team
Phillip Island,2022,Raul FERNANDEZ,Hard,Hard,18,Australia,Dry,35,61,Partly Cloudly,14,Australia,5,4,Flowing,Highly Asymmetric,Left,KTM,V4,First Team
Phillip Island,2023,Brad BINDER,Hard,Medium,16,Australia,Dry,35,68,Cloudly,18,Australia,5,4,Flowing,Highly Asymmetric,Left,KTM,V4,First Team
Phillip Island,2023,Jack MILLER,Hard,Medium,16,Australia,Dry,35,68,Cloudly,18,Australia,5,4,Flowing,Highly Asymmetric,Left,KTM,V4,First Team
Phillip Island,2024,Brad BINDER,Hard,Soft,17,Australia,Dry,38,80,Partly Cloudly,15,Australia,5,4,Flowing,Highly Asymmetric,Left,KTM,V4,First Team
Phillip Island,2024,Jack MILLER,Hard,Soft,17,Australia,Dry,38,80,Partly Cloudly,15,Australia,5,4,Flowing,Highly Asymmetric,Left,KTM,V4,First Team
Phillip Island,2025,Pedro ACOSTA,Hard,Medium,19,Australia,Dry,21,40,Partly Cloudly,21,Australia,5,4,Flowing,Highly Asymmetric,Left,KTM,V4,First Team
Phillip Island,2025,Brad BINDER,Hard,Medium,19,Australia,Dry,21,40,Partly Cloudly,21,Australia,5,4,Flowing,Highly Asymmetric,Left,KTM,V4,First Team
Sepang,2022,Brad BINDER,Medium,Soft,19,Malaysia,Dry,38,57,Cloudly,31,Malaysia,4,4,Stop & Go,Asymmetric,Right,KTM,V4,First Team
Sepang,2022,PORMiguel OLIVEIRA,Medium,Soft,19,Malaysia,Dry,38,57,Cloudly,31,Malaysia,4,4,Stop & Go,Asymmetric,Right,KTM,V4,First Team
Sepang,2022,Raul FERNANDEZ,Medium,Soft,19,Malaysia,Dry,38,57,Cloudly,31,Malaysia,4,4,Stop & Go,Asymmetric,Right,KTM,V4,First Team
Sepang,2022,Remy GARDNER,Medium,Soft,19,Malaysia,Dry,38,57,Cloudly,31,Malaysia,4,4,Stop & Go,Asymmetric,Right,KTM,V4,First Team
Sepang,2023,Jack MILLER,Medium,Medium,18,Malaysia,Dry,51,73,Partly Cloudly,33,Malaysia,4,4,Stop & Go,Asymmetric,Right,KTM,V4,First Team
Sepang,2023,Brad BINDER,Medium,Medium,18,Malaysia,Dry,51,73,Partly Cloudly,33,Malaysia,4,4,Stop & Go,Asymmetric,Right,KTM,V4,First Team
Sepang,2025,Pedro ACOSTA,Soft,Soft,20,Malaysia,Dry,55,45,Partly Cloudly,35,Malaysia,4,4,Stop & Go,Asymmetric,Right,KTM,V4,First Team
Sepang,2025,Brad BINDER,Soft,Soft,20,Malaysia,Dry,55,45,Partly Cloudly,35,Malaysia,4,4,Stop & Go,Asymmetric,Right,KTM,V4,First Team
Buddh,2023,Brad BINDER,Medium,Soft,13,India,Dry,39,65,Partly Cloudly,33,India,4,3,Stop & Go,Asymmetric,Right,KTM,V4,First Team
Buddh,2023,Jack MILLER,Medium,Soft,13,India,Dry,39,65,Partly Cloudly,33,India,4,3,Stop & Go,Asymmetric,Right,KTM,V4,First Team
Brno,2025,Pedro ACOSTA,Medium,Medium,12,Czechia,Dry,40,46,Partly Cloudly,27,Czechia,4,2,Flowing,Symmetric,Equal,KTM,V4,First Team
Brno,2025,Brad BINDER,Medium,Medium,12,Czechia,Dry,40,46,Partly Cloudly,27,Czechia,4,2,Flowing,Symmetric,Equal,KTM,V4,First Team
Balaton Park,2025,Pedro ACOSTA,Medium,Soft,14,Hungary,Dry,41,28,Clear,21,Hungary,2,5,Flowing,Asymmetric,Left,KTM,V4,First Team
Balaton Park,2025,Brad BINDER,Medium,Soft,14,Hungary,Dry,41,28,Clear,21,Hungary,2,5,Flowing,Asymmetric,Left,KTM,V4,First Team
Lusail,2021,Luca MARINI,Soft,Soft,1,Qatar,Dry,22,60,Clear,20,Qatar,5,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Lusail,2021,Luca MARINI,Soft,Soft,2,Qatar,Dry,22,61,Clear,21,Qatar,5,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Lusail,2021,Enea BASTIANINI,Soft,Soft,1,Qatar,Dry,22,60,Clear,20,Qatar,5,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Lusail,2021,Enea BASTIANINI,Soft,Soft,2,Qatar,Dry,22,61,Clear,21,Qatar,5,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Lusail,2021,Luca MARINI,Soft,Soft,1,Qatar,Dry,22,60,Clear,20,Qatar,5,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Lusail,2021,Luca MARINI,Soft,Soft,2,Qatar,Dry,22,61,Clear,21,Qatar,5,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Lusail,2022,Luca MARINI,Soft,Soft,1,Qatar,Dry,28,53,Clear,23,Qatar,5,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Lusail,2022,Marco BEZZECCHI,Soft,Soft,1,Qatar,Dry,28,53,Clear,23,Qatar,5,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Lusail,2023,Luca MARINI,Soft,Hard,19,Qatar,Dry,28,59,Clear,26,Qatar,5,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Lusail,2023,Marco BEZZECCHI,Hard,Hard,19,Qatar,Dry,28,59,Clear,26,Qatar,5,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Lusail,2024,Fabio DI GIANNANTONI,Medium,Medium,1,Qatar,Dry,26,66,Clear,22,Qatar,5,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Lusail,2024,Marco BEZZECCHI,Medium,Medium,1,Qatar,Dry,26,66,Clear,22,Qatar,5,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Lusail,2025,Franco MORBIDELLI,Medium,Medium,4,Qatar,Dry,33,40,Clear,28,Qatar,5,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Lusail,2025,Fabio DI GIANNANTONIO,Medium,Medium,4,Qatar,Dry,33,40,Clear,28,Qatar,5,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Jerez,2021,Luca MARINI,Medium,Medium,3,Spain,Dry,41,36,Clear,22,Spain,3,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Jerez,2021,Enea BASTIANINI,Soft,Medium,3,Spain,Dry,41,36,Clear,22,Spain,3,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Jerez,2022,Luca MARINI,Hard,Medium,6,Spain,Dry,44,35,Clear,27,Spain,3,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Jerez,2023,Luca MARINI,Medium,Medium,4,Spain,Dry,33,40,Clear,28,Spain,3,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Jerez,2023,Marco BEZZECCHI,Medium,Medium,4,Spain,Dry,33,40,Clear,28,Spain,3,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Jerez,2024,Marco BEZZECCHI,Medium,Medium,4,Spain,Dry,39,37,Clear,20,Spain,3,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Jerez,2024,Fabio DI GIANNANTONI,Medium,Medium,4,Spain,Dry,39,37,Clear,20,Spain,3,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Jerez,2025,Fabio DI GIANNANTONIO,Medium,Medium,5,Spain,Dry,44,51,Clear,25,Spain,3,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Jerez,2025,Franco MORBIDELLI,Medium,Medium,5,Spain,Dry,44,51,Clear,25,Spain,3,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Le Mans,2021,Luca MARINI,Soft,Soft,4,France,Dry,31,63,Partly Cloudly,17,France,2,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Le Mans,2021,Enea BASTIANINI,Soft,Soft,4,France,Dry,31,63,Partly Cloudly,17,France,2,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Le Mans,2022,Luca MARINI,Medium,Soft,7,France,Dry,36,41,Partly Cloudly,28,France,2,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Le Mans,2022,Marco BEZZECCHI,Medium,Soft,7,France,Dry,36,41,Partly Cloudly,28,France,2,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Le Mans,2023,Marco BEZZECCHI,Soft,Soft,5,France,Dry,39,61,Partly Cloudly,20,France,2,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Le Mans,2023,Luca MARINI,Soft,Soft,5,France,Dry,39,61,Partly Cloudly,20,France,2,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Le Mans,2024,Fabio DI GIANNANTONI,Hard,Soft,5,France,Dry,29,68,Cloudly,21,France,2,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Le Mans,2024,Marco BEZZECCHI,Hard,Soft,5,France,Dry,29,68,Cloudly,21,France,2,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Le Mans,2025,Fabio DI GIANNANTONIO,Soft,Soft,6,France,Wet,19,82,Heavy Rain,16,France,2,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Le Mans,2025,Franco MORBIDELLI,Soft,Soft,6,France,Wet,19,82,Heavy Rain,16,France,2,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2021,Enea BASTIANINI,Medium,Medium,5,Portugal,Dry,41,30,Clear,25,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2021,Enea BASTIANINI,Medium,Medium,17,Portugal,Dry,29,21,Clear,21,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2021,Luca MARINI,Medium,Medium,5,Portugal,Dry,41,30,Clear,25,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2021,Luca MARINI,Medium,Medium,17,Portugal,Dry,29,21,Clear,21,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2021,Enea BASTIANINI,Medium,Medium,5,Portugal,Dry,41,30,Clear,25,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2021,Enea BASTIANINI,Medium,Medium,17,Portugal,Dry,29,21,Clear,21,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2021,Luca MARINI,Medium,Hard,5,Portugal,Dry,41,30,Clear,25,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2021,Luca MARINI,Medium,Hard,17,Portugal,Dry,29,21,Clear,21,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2022,Luca MARINI,Medium,Medium,5,Portugal,Dry,26,70,Cloudly,18,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2022,Marco BEZZECCHI,Medium,Medium,5,Portugal,Dry,26,70,Cloudly,18,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2023,Marco BEZZECCHI,Medium,Medium,1,Portugal,Dry,36,60,Clear,22,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2023,Luca MARINI,Medium,Medium,1,Portugal,Dry,36,60,Clear,22,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2024,Marco BEZZECCHI,Hard,Medium,2,Portugal,Dry,30,40,Cloudly,24,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2024,Fabio DI GIANNANTONI,Hard,Medium,2,Portugal,Dry,30,40,Cloudly,24,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2025,Fabio DI GIANNANTONIO,Hard,Medium,21,Portugal,Dry,28,52,Clear,20,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Algarve,2025,Franco MORBIDELLI,Hard,Medium,21,Portugal,Dry,28,52,Clear,20,Portugal,4,4,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Mugello,2021,Luca MARINI,Medium,Medium,6,Italy,Dry,42,30,Clear,23,Italy,4,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Mugello,2021,Enea BASTIANINI,Soft,Soft,6,Italy,Dry,42,30,Clear,23,Italy,4,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Mugello,2022,Marco BEZZECCHI,Medium,Medium,8,Italy,Dry,36,40,Partly Cloudly,22,Italy,4,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Mugello,2022,Luca MARINI,Medium,Medium,8,Italy,Dry,36,40,Partly Cloudly,22,Italy,4,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Mugello,2023,Luca MARINI,Hard,Medium,6,Italy,Dry,45,53,Partly Cloudly,27,Italy,4,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Mugello,2023,Marco BEZZECCHI,Hard,Medium,6,Italy,Dry,45,53,Partly Cloudly,27,Italy,4,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Mugello,2024,Fabio DI GIANNANTONI,Medium,Soft,7,Italy,Dry,38,47,Cloudly,22,Italy,4,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Mugello,2024,Marco BEZZECCHI,Medium,Soft,7,Italy,Dry,38,47,Cloudly,22,Italy,4,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Mugello,2025,Fabio DI GIANNANTONIO,Medium,Soft,9,Italy,Dry,49,41,Clear,32,Italy,4,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Mugello,2025,Franco MORBIDELLI,Medium,Soft,9,Italy,Dry,49,41,Clear,32,Italy,4,5,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2021,Enea BASTIANINI,Medium,Medium,7,Catalunya,Dry,41,54,Partly Cloudly,25,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2021,Luca MARINI,Medium,Medium,7,Catalunya,Dry,41,54,Partly Cloudly,25,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2022,Luca MARINI,Medium,Medium,9,Catalunya,Dry,55,47,Clear,30,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2022,Marco BEZZECCHI,Medium,Hard,9,Catalunya,Dry,55,47,Clear,30,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2023,Luca MARINI,Medium,Medium,11,Catalunya,Dry,32,48,Cloudly,26,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2023,Marco BEZZECCHI,Soft,Medium,11,Catalunya,Dry,32,48,Cloudly,26,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2024,Fabio DI GIANNANTONI,Medium,Medium,6,Catalunya,Dry,47,42,Clear,26,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2024,Fabio DI GIANNANTONI,Medium,Medium,20,Catalunya,Dry,16,63,Clear,18,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2024,Marco BEZZECCHI,Medium,Medium,6,Catalunya,Dry,47,42,Clear,26,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2024,Marco BEZZECCHI,Medium,Medium,20,Catalunya,Dry,16,63,Clear,18,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2024,Marco BEZZECCHI,Hard,Soft,6,Catalunya,Dry,47,42,Clear,26,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2024,Marco BEZZECCHI,Hard,Soft,20,Catalunya,Dry,16,63,Clear,18,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2024,Michele PIRRO,Hard,Medium,6,Catalunya,Dry,47,42,Clear,26,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2024,Michele PIRRO,Hard,Medium,20,Catalunya,Dry,16,63,Clear,18,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2025,Franco MORBIDELLI,Medium,Medium,15,Catalunya,Dry,41,61,Partly Cloudly,28,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Barcelona,2025,Fabio DI GIANNANTONIO,Medium,Medium,15,Catalunya,Dry,41,61,Partly Cloudly,28,Catalunya,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Sky VR46)
Sachsenring,2021,Luca MARINI,Hard,Medium,8,Germany,Dry,39,51,Cloudly,28,Germany,3,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Sky VR46)
Sachsenring,2021,Enea BASTIANINI,Hard,Medium,8,Germany,Dry,39,51,Cloudly,28,Germany,3,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Sky VR46)
Sachsenring,2022,Luca MARINI,Hard,Hard,10,Germany,Dry,51,22,Clear,35,Germany,3,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Sky VR46)
Sachsenring,2022,Marco BEZZECCHI,Hard,Hard,10,Germany,Dry,51,22,Clear,35,Germany,3,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Sky VR46)
Sachsenring,2023,Marco BEZZECCHI,Hard,Medium,7,Germany,Dry,48,37,Clear,27,Germany,3,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Sky VR46)
Sachsenring,2023,Luca MARINI,Hard,Medium,7,Germany,Dry,48,37,Clear,27,Germany,3,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Sky VR46)
Sachsenring,2024,Marco BEZZECCHI,Hard,Medium,9,Germany,Dry,32,41,Cloudly,19,Germany,3,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Sky VR46)
Sachsenring,2024,Fabio DI GIANNANTONI,Hard,Medium,9,Germany,Dry,32,41,Cloudly,19,Germany,3,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Sky VR46)
Sachsenring,2025,Fabio DI GIANNANTONIO,Hard,Medium,11,Germany,Dry,27,65,Cloudly,21,Germany,3,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Sky VR46)
Assen,2021,Enea BASTIANINI,Medium,Hard,9,Netherlands,Dry,34,68,Partly Cloudly,24,Netherlands,2,4,Flowing,Highly Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
Assen,2021,Luca MARINI,Medium,Medium,9,Netherlands,Dry,34,68,Partly Cloudly,24,Netherlands,2,4,Flowing,Highly Asymmetric,Right,Ducati,V4,Satelite Team (Sky VR46)
